level,province_name,province_code,district_name,district_code,tehsil_name,tehsil_code
tehsil,Khyber Pakhtunkhwa,NA,Mansehra,NA,Darband,PK52205
tehsil,Khyber Pakhtunkhwa,NA,Mansehra,NA,Mansehra,PK52202
tehsil,Khyber Pakhtunkhwa,NA,Mansehra,NA,Oghi,PK52203
tehsil,Khyber Pakhtunkhwa,NA,Mardan,NA,Garhi Kapura,PK52305
tehsil,Khyber Pakhtunkhwa,NA,Mardan,NA,Katlang,PK52301
tehsil,Khyber Pakhtunkhwa,NA,Mardan,NA,Mardan,PK52302
tehsil,Khyber Pakhtunkhwa,NA,Mardan,NA,Rustam,PK52304
tehsil,Khyber Pakhtunkhwa,NA,Mardan,NA,Takht Bhai,PK52303
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Ambar,PK52401
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Baizai,PK52402
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Halimzai,PK52403
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Khwazai,PK52404
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Pandiali,PK52405
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Prang Ghar,PK52406
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Safi,PK52407
tehsil,Khyber Pakhtunkhwa,NA,Mohmand,NA,Yaka Ghund,PK52408
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Data Khel,PK52501
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Dossali,PK52502
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Garyum,PK52503
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Ghulam Khan,PK52504
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Mir Ali,PK52505
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Miran Shah,PK52506
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Razmak,PK52507
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Shawal,PK52510
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Shewa,PK52508
tehsil,Khyber Pakhtunkhwa,NA,North Waziristan,NA,Spinwam,PK52509
tehsil,Khyber Pakhtunkhwa,NA,Nowshera,NA,Jehangira,PK52603
tehsil,Khyber Pakhtunkhwa,NA,Nowshera,NA,Nowshera,PK52601
tehsil,Khyber Pakhtunkhwa,NA,Nowshera,NA,Pabbi,PK52602
tehsil,Khyber Pakhtunkhwa,NA,Orakzai,NA,Central Orakzai,PK52701
tehsil,Khyber Pakhtunkhwa,NA,Orakzai,NA,Ismailzai,PK52702
tehsil,Khyber Pakhtunkhwa,NA,Orakzai,NA,Lower Orakzai,PK52703
tehsil,Khyber Pakhtunkhwa,NA,Orakzai,NA,Upper Orakzai,PK52704
tehsil,Khyber Pakhtunkhwa,NA,Peshawar,NA,Hassan Khel,PK52805
tehsil,Khyber Pakhtunkhwa,NA,Peshawar,NA,Town-I,PK52801
tehsil,Khyber Pakhtunkhwa,NA,Peshawar,NA,Town-Ii,PK52802
tehsil,Khyber Pakhtunkhwa,NA,Peshawar,NA,Town-Iii,PK52803
tehsil,Khyber Pakhtunkhwa,NA,Peshawar,NA,Town-Iv,PK52804
tehsil,Khyber Pakhtunkhwa,NA,Shangla,NA,Alpuri,PK52901
tehsil,Khyber Pakhtunkhwa,NA,Shangla,NA,Bisham,PK52902
tehsil,Khyber Pakhtunkhwa,NA,Shangla,NA,Chakisar,PK52903
tehsil,Khyber Pakhtunkhwa,NA,Shangla,NA,Makhuzai,PK52904
tehsil,Khyber Pakhtunkhwa,NA,Shangla,NA,Martoong,PK52905
tehsil,Khyber Pakhtunkhwa,NA,Shangla,NA,Puran,PK52906
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Birmal,PK53001
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Ladha,PK53002
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Makin,PK53003
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Sararogha,PK53004
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Serwakai,PK53005
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Tiarza,PK53006
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Toi Khulla,PK53007
tehsil,Khyber Pakhtunkhwa,NA,South Waziristan,NA,Wana,PK53008
tehsil,Khyber Pakhtunkhwa,NA,Swabi,NA,Lahor,PK53101
tehsil,Khyber Pakhtunkhwa,NA,Swabi,NA,Razar,PK53104
tehsil,Khyber Pakhtunkhwa,NA,Swabi,NA,Swabi,PK53102
tehsil,Khyber Pakhtunkhwa,NA,Swabi,NA,Topi,PK53103
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Babuzai,PK53201
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Bahrain,PK53202
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Barikot,PK53203
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Charbagh,PK53204
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Kabal,PK53205
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Kalam,PK53206
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Khwaza Khela,PK53207
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Matta Kharirai,PK53208
tehsil,Khyber Pakhtunkhwa,NA,Swat,NA,Matta Sebujni,PK53209
tehsil,Khyber Pakhtunkhwa,NA,Tank,NA,Jandola,PK53302
tehsil,Khyber Pakhtunkhwa,NA,Tank,NA,Tank,PK53301
tehsil,Khyber Pakhtunkhwa,NA,Tor Ghar,NA,Judba,PK53401
tehsil,Khyber Pakhtunkhwa,NA,Tor Ghar,NA,Khander,PK53402
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Barawal,PK53501
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Dir,PK53502
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Kalkot,PK53503
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Khall,PK53504
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Larjam,PK53507
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Shrengal,PK53505
tehsil,Khyber Pakhtunkhwa,NA,Upper Dir,NA,Wari,PK53506
tehsil,Punjab,NA,Attock,NA,Attock,PK60101
tehsil,Punjab,NA,Attock,NA,Fateh Jang,PK60102
tehsil,Punjab,NA,Attock,NA,Hasan Abdal,PK60103
tehsil,Punjab,NA,Attock,NA,Hazro,PK60104
tehsil,Punjab,NA,Attock,NA,Jand,PK60105
tehsil,Punjab,NA,Attock,NA,Pindi Gheb,PK60106
tehsil,Punjab,NA,Bahawalnagar,NA,Bahawalnagar,PK60201
tehsil,Punjab,NA,Bahawalnagar,NA,Chishtian,PK60202
tehsil,Punjab,NA,Bahawalnagar,NA,Fort Abbas,PK60203
tehsil,Punjab,NA,Bahawalnagar,NA,Haroonabad,PK60204
tehsil,Punjab,NA,Bahawalnagar,NA,Minchinabad,PK60205
tehsil,Punjab,NA,Bahawalpur,NA,Ahmadpur East,PK60301
tehsil,Punjab,NA,Bahawalpur,NA,Bahawalpur,PK60302
tehsil,Punjab,NA,Bahawalpur,NA,Hasilpur,PK60303
tehsil,Punjab,NA,Bahawalpur,NA,Khairpur Tamewali,PK60304
tehsil,Punjab,NA,Bahawalpur,NA,Yazman,PK60305
tehsil,Punjab,NA,Bhakkar,NA,Bhakkar,PK60401
tehsil,Punjab,NA,Bhakkar,NA,Darya Khan,PK60402
tehsil,Punjab,NA,Bhakkar,NA,Kalur Kot,PK60403
tehsil,Punjab,NA,Bhakkar,NA,Mankera,PK60404
tehsil,Punjab,NA,Chakwal,NA,Chakwal,PK60501
tehsil,Punjab,NA,Chakwal,NA,Choa Saidan Shah,PK60502
tehsil,Punjab,NA,Chakwal,NA,Kallar Kahar,PK60503
tehsil,Punjab,NA,Chakwal,NA,Tala Gang,PK60504
tehsil,Punjab,NA,Chiniot,NA,Bhawana,PK60601
tehsil,Punjab,NA,Chiniot,NA,Chiniot,PK60602
tehsil,Punjab,NA,Chiniot,NA,Lalian,PK60603
tehsil,Punjab,NA,Dera Ghazi Khan,NA,D.G Khan (Tribal Area),PK60701
tehsil,Punjab,NA,Dera Ghazi Khan,NA,Dera Ghazi Khan,PK60702
tehsil,Punjab,NA,Dera Ghazi Khan,NA,Kot Chatta,PK60703
tehsil,Punjab,NA,Dera Ghazi Khan,NA,Taunsa,PK60704
tehsil,Punjab,NA,Faisalabad,NA,Chak Jhumra,PK60801
tehsil,Punjab,NA,Faisalabad,NA,Faisalabad City,PK60802
tehsil,Punjab,NA,Faisalabad,NA,Faisalabad Sadar,PK60803
tehsil,Punjab,NA,Faisalabad,NA,Jaranwala,PK60804
tehsil,Punjab,NA,Faisalabad,NA,Summundri,PK60805
tehsil,Punjab,NA,Faisalabad,NA,Tandlian Wala,PK60806
tehsil,Punjab,NA,Gujranwala,NA,Gujranwala,PK60901
tehsil,Punjab,NA,Gujranwala,NA,Kamoke,PK60902
tehsil,Punjab,NA,Gujranwala,NA,Nowshera Virkan,PK60903
tehsil,Punjab,NA,Gujranwala,NA,Wazirabad,PK60904
tehsil,Punjab,NA,Gujrat,NA,Gujrat,PK61001
tehsil,Punjab,NA,Gujrat,NA,Kharian,PK61002
tehsil,Punjab,NA,Gujrat,NA,Sarai Alamgir,PK61003
tehsil,Punjab,NA,Hafizabad,NA,Hafizabad,PK61101
tehsil,Punjab,NA,Hafizabad,NA,Pindi Bhattian,PK61102
tehsil,Punjab,NA,Jhang,NA,Ahmadpur Sial,PK61201
tehsil,Punjab,NA,Jhang,NA,Athara Hazari,PK61204
tehsil,Punjab,NA,Jhang,NA,Jhang,PK61202
tehsil,Punjab,NA,Jhang,NA,Shorkot,PK61203
tehsil,Punjab,NA,Jhelum,NA,Dina,PK61301
tehsil,Punjab,NA,Jhelum,NA,Jhelum,PK61302
tehsil,Punjab,NA,Jhelum,NA,Pind Dadan Khan,PK61303
tehsil,Punjab,NA,Jhelum,NA,Sohawa,PK61304
tehsil,Punjab,NA,Kasur,NA,Chunian,PK61401
tehsil,Punjab,NA,Kasur,NA,Kasur,PK61402
tehsil,Punjab,NA,Kasur,NA,Kot Radha Kishen,PK61403
tehsil,Punjab,NA,Kasur,NA,Pattoki,PK61404
tehsil,Punjab,NA,Khanewal,NA,Jahanian,PK61501
tehsil,Punjab,NA,Khanewal,NA,Kabirwala,PK61502
tehsil,Punjab,NA,Khanewal,NA,Khanewal,PK61503
tehsil,Punjab,NA,Khanewal,NA,Mian Channu,PK61504
tehsil,Punjab,NA,Khushab,NA,Khushab,PK61601
tehsil,Punjab,NA,Khushab,NA,Naushera,PK61602
tehsil,Punjab,NA,Khushab,NA,Noorpur,PK61603
tehsil,Punjab,NA,Khushab,NA,Quaidabad,PK61604
tehsil,Punjab,NA,Lahore,NA,Lahore Cantt,PK61701
tehsil,Punjab,NA,Lahore,NA,Lahore City,PK61702
tehsil,Punjab,NA,Leiah,NA,Choubara,PK61801
tehsil,Punjab,NA,Leiah,NA,Karor Lal Esan,PK61802
tehsil,Punjab,NA,Leiah,NA,Leiah,PK61803
tehsil,Punjab,NA,Lodhran,NA,Dunyapur,PK61901
tehsil,Punjab,NA,Lodhran,NA,Kahror Pacca,PK61902
tehsil,Punjab,NA,Lodhran,NA,Lodhran,PK61903
tehsil,Punjab,NA,Mandi Bahauddin,NA,Malakwal,PK62001
tehsil,Punjab,NA,Mandi Bahauddin,NA,Mandi Bahauddin,PK62002
tehsil,Punjab,NA,Mandi Bahauddin,NA,Phalia,PK62003
tehsil,Punjab,NA,Mianwali,NA,Isakhel,PK62101
tehsil,Punjab,NA,Mianwali,NA,Mianwali,PK62102
tehsil,Punjab,NA,Mianwali,NA,Piplan,PK62103
tehsil,Punjab,NA,Multan,NA,Jalalpur Pirwala,PK62201
tehsil,Punjab,NA,Multan,NA,Multan City,PK62202
tehsil,Punjab,NA,Multan,NA,Multan Saddar,PK62203
tehsil,Punjab,NA,Multan,NA,Shujabad,PK62204
tehsil,Punjab,NA,Muzaffargarh,NA,Alipur,PK62301
tehsil,Punjab,NA,Muzaffargarh,NA,Jatoi,PK62302
tehsil,Punjab,NA,Muzaffargarh,NA,Kot Addu,PK62303
tehsil,Punjab,NA,Muzaffargarh,NA,Muzaffargarh,PK62304
tehsil,Punjab,NA,Nankana Sahib,NA,Nankana Sahib,PK62401
tehsil,Punjab,NA,Nankana Sahib,NA,Sangla Hill,PK62402
tehsil,Punjab,NA,Nankana Sahib,NA,Shah Kot,PK62403
tehsil,Punjab,NA,Narowal,NA,Narowal,PK62501
tehsil,Punjab,NA,Narowal,NA,Shakargarh,PK62502
tehsil,Punjab,NA,Narowal,NA,Zafarwal,PK62503
tehsil,Punjab,NA,Okara,NA,Depalpur,PK62601
tehsil,Punjab,NA,Okara,NA,Okara,PK62602
tehsil,Punjab,NA,Okara,NA,Renala Khurd,PK62603
tehsil,Punjab,NA,Pakpattan,NA,Arif Wala,PK62701
tehsil,Punjab,NA,Pakpattan,NA,Pakpattan,PK62702
tehsil,Punjab,NA,Rahim Yar Khan,NA,Khanpur,PK62801
tehsil,Punjab,NA,Rahim Yar Khan,NA,Liaqatpur,PK62802
tehsil,Punjab,NA,Rahim Yar Khan,NA,Rahim Yar Khan,PK62803
tehsil,Punjab,NA,Rahim Yar Khan,NA,Sadiqabad,PK62804
tehsil,Punjab,NA,Rajanpur,NA,Jampur,PK62901
tehsil,Punjab,NA,Rajanpur,NA,Rajanpur,PK62902
tehsil,Punjab,NA,Rajanpur,NA,Rajanpur (Tribal Area),PK62903
tehsil,Punjab,NA,Rajanpur,NA,Rojhan,PK62904
tehsil,Punjab,NA,Rawalpindi,NA,Gujar Khan,PK63001
tehsil,Punjab,NA,Rawalpindi,NA,Kahuta,PK63002
tehsil,Punjab,NA,Rawalpindi,NA,Kallar Sayaddan,PK63003
tehsil,Punjab,NA,Rawalpindi,NA,Kotli Sattian,PK63004
tehsil,Punjab,NA,Rawalpindi,NA,Murree,PK63005
tehsil,Punjab,NA,Rawalpindi,NA,Rawalpindi,PK63006
tehsil,Punjab,NA,Rawalpindi,NA,Taxila,PK63007
tehsil,Punjab,NA,Sahiwal,NA,Chichawatni,PK63101
tehsil,Punjab,NA,Sahiwal,NA,Sahiwal,PK63102
tehsil,Punjab,NA,Sargodha,NA,Bhalwal,PK63201
tehsil,Punjab,NA,Sargodha,NA,Bhera,PK63207
tehsil,Punjab,NA,Sargodha,NA,Kot Momin,PK63202
tehsil,Punjab,NA,Sargodha,NA,Sahiwal,PK63203
tehsil,Punjab,NA,Sargodha,NA,Sargodha,PK63204
tehsil,Punjab,NA,Sargodha,NA,Shahpur,PK63205
tehsil,Punjab,NA,Sargodha,NA,Sillanwali,PK63206
tehsil,Punjab,NA,Sheikhupura,NA,Ferozewala,PK63301
tehsil,Punjab,NA,Sheikhupura,NA,Muridke,PK63302
tehsil,Punjab,NA,Sheikhupura,NA,Safdarabad,PK63303
tehsil,Punjab,NA,Sheikhupura,NA,Sharak Pur,PK63304
tehsil,Punjab,NA,Sheikhupura,NA,Sheikhupura,PK63305
tehsil,Punjab,NA,Sialkot,NA,Daska,PK63401
tehsil,Punjab,NA,Sialkot,NA,Pasrur,PK63402
tehsil,Punjab,NA,Sialkot,NA,Sambrial,PK63403
tehsil,Punjab,NA,Sialkot,NA,Sialkot,PK63404
tehsil,Punjab,NA,Toba Tek Singh,NA,Gojra,PK63501
tehsil,Punjab,NA,Toba Tek Singh,NA,Kamalia,PK63502
tehsil,Punjab,NA,Toba Tek Singh,NA,Pir Mahal,PK63504
tehsil,Punjab,NA,Toba Tek Singh,NA,Toba Tek Singh,PK63503
tehsil,Punjab,NA,Vehari,NA,Burewala,PK63601
tehsil,Punjab,NA,Vehari,NA,Mailsi,PK63602
tehsil,Punjab,NA,Vehari,NA,Vehari,PK63603
tehsil,Sindh,NA,Badin,NA,Badin,PK70101
tehsil,Sindh,NA,Badin,NA,Matli,PK70102
tehsil,Sindh,NA,Badin,NA,Shaheed Fazil Rahu,PK70103
tehsil,Sindh,NA,Badin,NA,Talhar,PK70104
tehsil,Sindh,NA,Badin,NA,Tando Bago,PK70105
tehsil,Sindh,NA,Central Karachi,NA,Gulberg Town,PK70201
tehsil,Sindh,NA,Central Karachi,NA,Liaqatabad Town,PK70202
tehsil,Sindh,NA,Central Karachi,NA,New Karachi Town,PK70203
tehsil,Sindh,NA,Central Karachi,NA,North Nazimabad Town,PK70204
tehsil,Sindh,NA,Dadu,NA,Dadu,PK70301
tehsil,Sindh,NA,Dadu,NA,Johi,PK70302
tehsil,Sindh,NA,Dadu,NA,Khairpur Nathan Shah,PK70303
tehsil,Sindh,NA,Dadu,NA,Mehar,PK70304
tehsil,Sindh,NA,East Karachi,NA,Gulshan Iqbal Town,PK70401
tehsil,Sindh,NA,East Karachi,NA,Jamshaid Town,PK70402
tehsil,Sindh,NA,Ghotki,NA,Daharki,PK70501
tehsil,Sindh,NA,Ghotki,NA,Ghotki,PK70502
tehsil,Sindh,NA,Ghotki,NA,Khangarh,PK70503
tehsil,Sindh,NA,Ghotki,NA,Mirpur Mathelo,PK70504
tehsil,Sindh,NA,Ghotki,NA,Ubauro,PK70505
tehsil,Sindh,NA,Hyderabad,NA,Hyderabad,PK70601
tehsil,Sindh,NA,Hyderabad,NA,Hyderabad City,PK70602
tehsil,Sindh,NA,Hyderabad,NA,Latifabad,PK70603
tehsil,Sindh,NA,Hyderabad,NA,Qasimabad,PK70604
tehsil,Sindh,NA,Jacobabad,NA,Garhi Khairo,PK70701
tehsil,Sindh,NA,Jacobabad,NA,Jacobabad,PK70702
tehsil,Sindh,NA,Jacobabad,NA,Thul,PK70703
tehsil,Sindh,NA,Jamshoro,NA,Kotri,PK70801
tehsil,Sindh,NA,Jamshoro,NA,Manjhand,PK70802
tehsil,Sindh,NA,Jamshoro,NA,Sehwan Sharif,PK70803
tehsil,Sindh,NA,Jamshoro,NA,Thano Bula Khan,PK70804
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Meero Khan,PK70901
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Nasir Abad,PK70902
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Qambar Ali Khan,PK70903
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Qubo Saeed Khan,PK70904
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Shahdad Kot,PK70905
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Sijawal Junejo,PK70906
tehsil,Sindh,NA,Kambar Shahdad Kot,NA,Warah,PK70907
tehsil,Sindh,NA,Kashmore,NA,Kandh Kot,PK71001
tehsil,Sindh,NA,Kashmore,NA,Kashmore,PK71002
tehsil,Sindh,NA,Kashmore,NA,Tangwani,PK71003
tehsil,Sindh,NA,Khairpur,NA,Faiz Ganj,PK71101
tehsil,Sindh,NA,Khairpur,NA,Gambat,PK71102
tehsil,Sindh,NA,Khairpur,NA,Khairpur,PK71103
tehsil,Sindh,NA,Khairpur,NA,Kingri,PK71104
tehsil,Sindh,NA,Khairpur,NA,Kot Diji,PK71105
tehsil,Sindh,NA,Khairpur,NA,Nara,PK71106
tehsil,Sindh,NA,Khairpur,NA,Sobho Dero,PK71107
tehsil,Sindh,NA,Khairpur,NA,Thari Meer Wah,PK71108
tehsil,Sindh,NA,Korangi Karachi,NA,Korangi Town,PK71201
tehsil,Sindh,NA,Korangi Karachi,NA,Landhi Town,PK71202
tehsil,Sindh,NA,Korangi Karachi,NA,Shah Faisal Town,PK71203
tehsil,Sindh,NA,Larkana,NA,Baqrani,PK71301
tehsil,Sindh,NA,Larkana,NA,Dokri,PK71302
tehsil,Sindh,NA,Larkana,NA,Larkana,PK71303
tehsil,Sindh,NA,Larkana,NA,Rato Dero,PK71304
tehsil,Sindh,NA,Malir Karachi,NA,Bin Qasim Town,PK71401
tehsil,Sindh,NA,Malir Karachi,NA,Gadap Town,PK71402
tehsil,Sindh,NA,Malir Karachi,NA,Malir Town,PK71403
tehsil,Sindh,NA,Matiari,NA,Hala,PK71501
tehsil,Sindh,NA,Matiari,NA,Matiari,PK71502
tehsil,Sindh,NA,Matiari,NA,Saeedabad,PK71503
tehsil,Sindh,NA,Mirpur Khas,NA,Digri,PK71601
tehsil,Sindh,NA,Mirpur Khas,NA,Hussain Bux Muree,PK71602
tehsil,Sindh,NA,Mirpur Khas,NA,Jhudo,PK71603
tehsil,Sindh,NA,Mirpur Khas,NA,Kot Ghulam Muhammad,PK71604
tehsil,Sindh,NA,Mirpur Khas,NA,Mirpur Khas,PK71605
tehsil,Sindh,NA,Mirpur Khas,NA,Shuja Abad,PK71606
tehsil,Sindh,NA,Mirpur Khas,NA,Sindhri,PK71607
tehsil,Sindh,NA,Naushahro Feroze,NA,Bhiria,PK71701
tehsil,Sindh,NA,Naushahro Feroze,NA,Kandiaro,PK71702
tehsil,Sindh,NA,Naushahro Feroze,NA,Mehrab Pur,PK71703
tehsil,Sindh,NA,Naushahro Feroze,NA,Moro,PK71704
tehsil,Sindh,NA,Naushahro Feroze,NA,Naushahro Feroze,PK71705
tehsil,Sindh,NA,Sanghar,NA,Jam Nawaz Ali,PK71801
tehsil,Sindh,NA,Sanghar,NA,Khipro,PK71802
tehsil,Sindh,NA,Sanghar,NA,Sanghar,PK71803
tehsil,Sindh,NA,Sanghar,NA,Shahdadpur,PK71804
tehsil,Sindh,NA,Sanghar,NA,Sinjhoro,PK71805
tehsil,Sindh,NA,Sanghar,NA,Tando Adam,PK71806
tehsil,Sindh,NA,Shaheed Benazir Abad,NA,Daulat Pur,PK71901
tehsil,Sindh,NA,Shaheed Benazir Abad,NA,Daur,PK71902
tehsil,Sindh,NA,Shaheed Benazir Abad,NA,Nawabshah,PK71903
tehsil,Sindh,NA,Shaheed Benazir Abad,NA,Sakrand,PK71904
tehsil,Sindh,NA,Shikarpur,NA,Garhi Yasin,PK72001
tehsil,Sindh,NA,Shikarpur,NA,Khanpur,PK72002
tehsil,Sindh,NA,Shikarpur,NA,Lakhi,PK72003
tehsil,Sindh,NA,Shikarpur,NA,Shikarpur,PK72004
tehsil,Sindh,NA,South Karachi,NA,Kemari Town,PK72101
tehsil,Sindh,NA,South Karachi,NA,Liyari Town,PK72102
tehsil,Sindh,NA,South Karachi,NA,Saddar Town,PK72103
tehsil,Sindh,NA,Sujawal,NA,Jati,PK72201
tehsil,Sindh,NA,Sujawal,NA,Kharo Chan,PK72202
tehsil,Sindh,NA,Sujawal,NA,Mirpur Bathoro,PK72203
tehsil,Sindh,NA,Sujawal,NA,Shah Bunder,PK72204
tehsil,Sindh,NA,Sujawal,NA,Sujawal,PK72205
tehsil,Sindh,NA,Sukkur,NA,New Sukkur,PK72301
tehsil,Sindh,NA,Sukkur,NA,Pano Aqil,PK72302
tehsil,Sindh,NA,Sukkur,NA,Rohri,PK72303
tehsil,Sindh,NA,Sukkur,NA,Salehpat,PK72304
tehsil,Sindh,NA,Sukkur,NA,Sukkur,PK72305
tehsil,Sindh,NA,Tando Allahyar,NA,Chamber,PK72401
tehsil,Sindh,NA,Tando Allahyar,NA,Jhando Mari,PK72402
tehsil,Sindh,NA,Tando Allahyar,NA,Tando Allahyar,PK72403
tehsil,Sindh,NA,Tando Muhammad Khan,NA,Bulri Shah Karim,PK72501
tehsil,Sindh,NA,Tando Muhammad Khan,NA,Tando Ghulam Hyder,PK72502
tehsil,Sindh,NA,Tando Muhammad Khan,NA,Tando Muhammad Khan,PK72503
tehsil,Sindh,NA,Tharparkar,NA,Chachro,PK72601
tehsil,Sindh,NA,Tharparkar,NA,Dahli,PK72602
tehsil,Sindh,NA,Tharparkar,NA,Diplo,PK72603
tehsil,Sindh,NA,Tharparkar,NA,Islam Kot,PK72604
tehsil,Sindh,NA,Tharparkar,NA,Kaloi,PK72607
tehsil,Sindh,NA,Tharparkar,NA,Mithi,PK72605
tehsil,Sindh,NA,Tharparkar,NA,Nagar Parkar,PK72606
tehsil,Sindh,NA,Thatta,NA,Ghorabari,PK72701
tehsil,Sindh,NA,Thatta,NA,Keti Bunder,PK72702
tehsil,Sindh,NA,Thatta,NA,Mirpur Sakro,PK72703
tehsil,Sindh,NA,Thatta,NA,Thatta,PK72704
tehsil,Sindh,NA,Umer Kot,NA,Kunri,PK72801
tehsil,Sindh,NA,Umer Kot,NA,Pithoro,PK72802
tehsil,Sindh,NA,Umer Kot,NA,Samaro,PK72803
tehsil,Sindh,NA,Umer Kot,NA,Umer Kot,PK72804
tehsil,Sindh,NA,West Karachi,NA,Baldia Town,PK72901
tehsil,Sindh,NA,West Karachi,NA,Orangi Town,PK72902
tehsil,Sindh,NA,West Karachi,NA,Site Town,PK72903
